moon_index,moon_display,moon_name,moon_kind,dawn_key,interior_index,interior,flow_id,flow_kind,availability_mechanism,classification,evidence_basis
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,11,Drains,DrainsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,12,Substation,SubstationFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,13,Liminal Facility,BackroomsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,14,Storehouse,SHFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,15,Tower,TowerFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,16,Gray Apartments,GrayApartmentsFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,17,Zeranos Gray Apartments,GrayApartmentsFlowZ,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,18,junkrooms,junkrooms,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,19,LC Office,OfficeDungeonFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,20,Belleville Appartements,BellevilleApp,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,21,Crimson Keep,CrimsonKeep,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,22,Treatement Amenity,DungeonTreatementAnemity,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,23,Goldstay Hotel,GoldenHotel,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,24,Lead Factory,LeadFactory,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,25,Lantern Manor,LanternManor,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,26,Circus Facility,CircusFacilityFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,27,Atlantean Citadel,AquaticDungeonFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,28,Deep Sewers,DeepSewersFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,29,Fractured Complex,FracturedComplexFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,30,Greenhouse,GreenhouseFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,31,Art Gallery,MuseumInteriorFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,32,Decrepit store,StoreFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,33,Expanded facility,ExpandedFacility,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,34,Expanded Mineshaft,Level3ButCoolFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,35,Grand Armory,GrandArmoryFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,36,Spooky manor,SpookyManorFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,37,Mausoleum,MelanieMausoleum,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,38,Museum,MelanieMuseum,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,39,Raven Manor,RavenFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,40,ScoopyCastle,CastleFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,41,Shatteredrooms,shatteredrooms,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,EXPLICIT_SHATTEREDROOMS_OWNER_RESTRICTION
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,42,Slaughterhouse,SlaughterhouseFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,43,Spelunkers Caverns (Random),Spelunk_RandomFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,44,Spelunkers Caverns (Basic),Spelunk_BasicFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,45,Spelunkers Caverns (Crystal),Spelunk_CrystalFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,46,Spelunkers Caverns (Frozen),Spelunk_FrozenFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,47,Spelunkers Caverns (Magmatic),Spelunk_MagmaFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,48,Spelunkers Caverns (Overgrown),Spelunk_OvergrownFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,49,Storage Complex,StorageComplex,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,50,Studio Floor,StudioFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,51,Sub Systems,SubSysFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,52,Rubber Rooms,RubberRoomsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
1,41 Experimentation,Experimentation,Vanilla,lethal_company:experimentation,53,Toy Store,ToystoreFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,1,Facility,Level1Flow,Vanilla,VANILLA_NATIVE_LLL_MATCHING,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,2,Haunted Mansion,Level2Flow,Vanilla,VANILLA_NATIVE_LLL_MATCHING,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,3,Mineshaft,Level3Flow,Vanilla,VANILLA_NATIVE_LLL_MATCHING,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,4,Black Mesa,Black Mesa,External,DAWNLIB_NATIVE_BLACK_MESA_WEIGHT_RULE,VIABLE_EQUAL_100,BLACK_MESA_NATIVE_DAWNLIB_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,5,Abandoned Foundry,FoundryFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,6,ACF Site,ResearchStationFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,7,DeepcoreMines,deepmines,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,8,LiminalHouse,LiminalHouseFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,9,Supermarket,Supermarket,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,10,Bunker,BunkerFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,11,Drains,DrainsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,12,Substation,SubstationFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,13,Liminal Facility,BackroomsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,14,Storehouse,SHFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,15,Tower,TowerFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,16,Gray Apartments,GrayApartmentsFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,17,Zeranos Gray Apartments,GrayApartmentsFlowZ,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,18,junkrooms,junkrooms,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,19,LC Office,OfficeDungeonFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,20,Belleville Appartements,BellevilleApp,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,21,Crimson Keep,CrimsonKeep,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,22,Treatement Amenity,DungeonTreatementAnemity,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,23,Goldstay Hotel,GoldenHotel,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,24,Lead Factory,LeadFactory,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,25,Lantern Manor,LanternManor,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,26,Circus Facility,CircusFacilityFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,27,Atlantean Citadel,AquaticDungeonFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,28,Deep Sewers,DeepSewersFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,29,Fractured Complex,FracturedComplexFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,30,Greenhouse,GreenhouseFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,31,Art Gallery,MuseumInteriorFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,32,Decrepit store,StoreFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,33,Expanded facility,ExpandedFacility,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,34,Expanded Mineshaft,Level3ButCoolFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,35,Grand Armory,GrandArmoryFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,36,Spooky manor,SpookyManorFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,37,Mausoleum,MelanieMausoleum,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,38,Museum,MelanieMuseum,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,39,Raven Manor,RavenFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,40,ScoopyCastle,CastleFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,41,Shatteredrooms,shatteredrooms,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,42,Slaughterhouse,SlaughterhouseFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,43,Spelunkers Caverns (Random),Spelunk_RandomFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,44,Spelunkers Caverns (Basic),Spelunk_BasicFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,45,Spelunkers Caverns (Crystal),Spelunk_CrystalFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,46,Spelunkers Caverns (Frozen),Spelunk_FrozenFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
2,220 Assurance,Assurance,Vanilla,lethal_company:assurance,47,Spelunkers Caverns (Magmatic),Spelunk_MagmaFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
